0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,1
1.1,9
1.2,29
1.3,58
1.4,101
1.5,157
1.6,226
1.7,309
1.8,407
1.9,519
2,639
2.1,647
2.2,647
2.3,647
