0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,5
0.9,21
1,49
1.1,88
1.2,140
1.3,201
1.4,279
1.5,365
1.6,465
1.7,576
1.8,661
1.9,661
2,661
